"No.","Time","Source","Destination","Protocol","Length","Info"
"400881","5749.733086","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","273","Standard query response 0x5adf AAAA config.edge.skype.com CNAME config.edge.skype.com.trafficmanager.net CNAME l-0007.config.skype.com CNAME config-edge-skype.l-0007.l-msedge.net CNAME l-0007.l-msedge.net AAAA 2620:1ec:21::16"
"400933","5751.594262","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0xfb0e AAAA static.edge.microsoftapp.net"
"400934","5751.594643","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0xe0e6 A static.edge.microsoftapp.net"
"400935","5751.595431","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0xe115 HTTPS static.edge.microsoftapp.net"
"400936","5751.601157","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","366","Standard query response 0xe115 HTTPS static.edge.microsoftapp.net CNAME edge-cloud-resource-static.azureedge.net CNAME edge-cloud-resource-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net SOA ns1.t-msedge.net"
"400938","5751.629447","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","348","Standard query response 0xfb0e AAAA static.edge.microsoftapp.net CNAME edge-cloud-resource-static.azureedge.net CNAME edge-cloud-resource-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net CNAME s-part-0030.t-0009.t-msedge.net AAAA 2620:1ec:bdf::58"
"400939","5751.636407","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","336","Standard query response 0xe0e6 A static.edge.microsoftapp.net CNAME edge-cloud-resource-static.azureedge.net CNAME edge-cloud-resource-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net CNAME s-part-0030.t-0009.t-msedge.net A 13.107.246.58"
"400955","5751.684117","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0x650f A uci.edog.cdn.office.net"
"400956","5751.684166","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0xcea8 AAAA uci.edog.cdn.office.net"
"400959","5751.686708","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","201","Standard query response 0x650f A uci.edog.cdn.office.net CNAME uci.edog.cdn.office.net.edgekey.net CNAME e1324.dscd.akamaiedge.net A 23.208.216.41"
"400960","5751.686708","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","241","Standard query response 0xcea8 AAAA uci.edog.cdn.office.net CNAME uci.edog.cdn.office.net.edgekey.net CNAME e1324.dscd.akamaiedge.net AAAA 2600:140f:3:180::52c AAAA 2600:140f:3:1a4::52c"
"401041","5753.566010","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0xcba1 AAAA functional.events.data.microsoft.com"
"401042","5753.566152","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0xb6df A functional.events.data.microsoft.com"
"401043","5753.566312","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0xed8c HTTPS functional.events.data.microsoft.com"
"401044","5753.568917","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","287","Standard query response 0xcba1 AAAA functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdwus15.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"401045","5753.568917","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","243","Standard query response 0xb6df A functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdwus15.westus.cloudapp.azure.com A 20.189.173.18"
"401046","5753.568917","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","287","Standard query response 0xed8c HTTPS functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdwus15.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"401095","5756.210970","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","121","Standard query 0x9630 A msedge.b.tlu.dl.delivery.mp.microsoft.com"
"401096","5756.211017","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","121","Standard query 0x6bfe AAAA msedge.b.tlu.dl.delivery.mp.microsoft.com"
"401097","5756.213080","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","362","Standard query response 0x9630 A msedge.b.tlu.dl.delivery.mp.microsoft.com CNAME star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com CNAME cdp-f-tlu-net.trafficmanager.net CNAME wildcard.f.tlu.dl.delivery.mp.microsoft.com.edgesuite.net CNAME a1847.dscd.akamai.net A 106.51.156.139 A 106.51.156.152"
"401098","5756.214330","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","386","Standard query response 0x6bfe AAAA msedge.b.tlu.dl.delivery.mp.microsoft.com CNAME star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com CNAME cdp-f-tlu-net.trafficmanager.net CNAME wildcard.f.tlu.dl.delivery.mp.microsoft.com.edgesuite.net CNAME a1847.dscd.akamai.net AAAA 2406:7400:48:4::6a33:9c8b AAAA 2406:7400:48:4::6a33:9c98"
"401116","5758.862848","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0x50a6 A g.whatsapp.net"
"401117","5758.862926","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0x369f AAAA g.whatsapp.net"
"401118","5758.868670","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","133","Standard query response 0x50a6 A g.whatsapp.net CNAME chat.cdn.whatsapp.net A 157.240.192.55"
"401119","5758.868670","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","145","Standard query response 0x369f AAAA g.whatsapp.net CNAME chat.cdn.whatsapp.net AAAA 2a03:2880:f237:1c6:face:b00c:0:7260"
"401170","5759.930038","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0xbe2c A mmg.whatsapp.net"
"401171","5759.930076","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0x5c3d AAAA mmg.whatsapp.net"
"401172","5759.932555","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","137","Standard query response 0xbe2c A mmg.whatsapp.net CNAME mmx-ds.cdn.whatsapp.net A 157.240.192.52"
"401173","5759.932555","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","149","Standard query response 0x5c3d AAAA mmg.whatsapp.net CNAME mmx-ds.cdn.whatsapp.net AAAA 2a03:2880:f237:1d1:face:b00c:0:167"
"401761","5785.642557","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xe852 AAAA edge.microsoft.com"
"401762","5785.642714","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x5979 A edge.microsoft.com"
"401763","5785.642735","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xc362 HTTPS edge.microsoft.com"
"401764","5785.644559","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","202","Standard query response 0xc362 HTTPS edge.microsoft.com CNAME edge-microsoft-com.dual-a-0036.a-msedge.net SOA ns1.a-msedge.net"
"401767","5785.656081","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","225","Standard query response 0xe852 AAAA edge.microsoft.com CNAME edge-microsoft-com.dual-a-0036.a-msedge.net CNAME dual-a-0036.a-msedge.net AAAA 2620:1ec:12::239 AAAA 2620:1ec:c11::239"
"401768","5785.662625","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","201","Standard query response 0x5979 A edge.microsoft.com CNAME edge-microsoft-com.dual-a-0036.a-msedge.net CNAME dual-a-0036.a-msedge.net A 204.79.197.239 A 13.107.21.239"
"403245","5792.589074","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","121","Standard query 0x96eb A msedge.b.tlu.dl.delivery.mp.microsoft.com"
"403246","5792.589117","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","121","Standard query 0x77cf AAAA msedge.b.tlu.dl.delivery.mp.microsoft.com"
"403247","5792.591909","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","362","Standard query response 0x96eb A msedge.b.tlu.dl.delivery.mp.microsoft.com CNAME star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com CNAME cdp-f-tlu-net.trafficmanager.net CNAME wildcard.f.tlu.dl.delivery.mp.microsoft.com.edgesuite.net CNAME a1847.dscd.akamai.net A 106.51.156.137 A 106.51.156.139"
"403248","5792.591909","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","386","Standard query response 0x77cf AAAA msedge.b.tlu.dl.delivery.mp.microsoft.com CNAME star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com CNAME cdp-f-tlu-net.trafficmanager.net CNAME wildcard.f.tlu.dl.delivery.mp.microsoft.com.edgesuite.net CNAME a1847.dscd.akamai.net AAAA 2406:7400:48:4::6a33:9c8b AAAA 2406:7400:48:4::6a33:9c89"
"403560","5803.057852","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0xa123 AAAA teams.events.data.microsoft.com"
"403561","5803.058002","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0x5093 A teams.events.data.microsoft.com"
"403562","5803.058080","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0xd780 HTTPS teams.events.data.microsoft.com"
"403563","5803.067303","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","280","Standard query response 0xa123 AAAA teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdneu11.northeurope.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"403564","5803.068451","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","235","Standard query response 0x5093 A teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdneu11.northeurope.cloudapp.azure.com A 20.50.80.214"
"403565","5803.068473","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","280","Standard query response 0xd780 HTTPS teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdneu11.northeurope.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"403600","5806.343374","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0x6c7c AAAA teams.live.com"
"403601","5806.343581","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0x7d81 A teams.live.com"
"403602","5806.343718","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0x5262 HTTPS teams.live.com"
"403603","5806.346299","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","155","Standard query response 0x6c7c AAAA teams.live.com CNAME s-0005.s-msedge.net AAAA 2620:1ec:42::132"
"403604","5806.346299","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","143","Standard query response 0x7d81 A teams.live.com CNAME s-0005.s-msedge.net A 52.113.194.132"
"403605","5806.346299","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","184","Standard query response 0x5262 HTTPS teams.live.com CNAME s-0005.s-msedge.net SOA ns1.s-msedge.net"
"403638","5807.399238","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0x74e7 AAAA config.teams.microsoft.com"
"403639","5807.399309","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0xe44e A config.teams.microsoft.com"
"403640","5807.399434","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0xe762 HTTPS config.teams.microsoft.com"
"403641","5807.402936","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","281","Standard query response 0xe762 HTTPS config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net SOA ns1.s-msedge.net"
"403642","5807.414471","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","276","Standard query response 0x74e7 AAAA config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net CNAME s-0005.s-msedge.net AAAA 2620:1ec:42::132"
"403643","5807.421691","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","264","Standard query response 0xe44e A config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net CNAME s-0005.s-msedge.net A 52.113.194.132"
"403752","5809.893090","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0x9926 A ic3.events.data.microsoft.com"
"403753","5809.893168","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0xf463 AAAA ic3.events.data.microsoft.com"
"403754","5809.902949","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","233","Standard query response 0x9926 A ic3.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdneu11.northeurope.cloudapp.azure.com A 20.50.80.214"
"403755","5809.903986","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","278","Standard query response 0xf463 AAAA ic3.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdneu11.northeurope.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"403828","5821.748559","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0xf0b8 A treatment.grammarly.com"
"403829","5821.748625","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0x7a53 AAAA treatment.grammarly.com"
"403830","5821.753128","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","296","Standard query response 0xf0b8 A treatment.grammarly.com CNAME public-treatment.prod-experimentation.grammarlyaws.com A 52.70.255.180 A 52.70.108.242 A 44.205.118.162 A 3.213.234.112 A 3.226.68.171 A 34.205.121.66 A 44.198.145.57 A 3.236.1.89"
"403831","5821.753156","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","252","Standard query response 0x7a53 AAAA treatment.grammarly.com CNAME public-treatment.prod-experimentation.grammarlyaws.com SOA ns-2022.awsdns-60.co.uk"
"403876","5823.150313","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0xd195 A gates.grammarly.com"
"403877","5823.150371","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0xb39f AAAA gates.grammarly.com"
"403878","5823.166145","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","227","Standard query response 0xd195 A gates.grammarly.com A 3.236.1.89 A 3.227.146.146 A 3.226.68.171 A 44.198.145.57 A 44.205.118.162 A 54.81.131.76 A 52.70.255.180 A 34.206.55.102"
"403879","5823.166145","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","177","Standard query response 0xb39f AAAA gates.grammarly.com SOA ns-422.awsdns-52.com"
"403896","5824.378033","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0xd18e AAAA config.teams.microsoft.com"
"403897","5824.378129","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0x3842 A config.teams.microsoft.com"
"403898","5824.378197","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0xeb81 HTTPS config.teams.microsoft.com"
"403901","5824.381483","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","281","Standard query response 0xeb81 HTTPS config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net SOA ns1.s-msedge.net"
"403902","5824.381483","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","276","Standard query response 0xd18e AAAA config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net CNAME s-0005.s-msedge.net AAAA 2620:1ec:42::132"
"403903","5824.392469","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","264","Standard query response 0x3842 A config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net CNAME s-0005.s-msedge.net A 52.113.194.132"
"404076","5826.814019","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0x867f A teams.events.data.microsoft.com"
"404077","5826.814047","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0xbad9 AAAA teams.events.data.microsoft.com"
"404078","5826.817269","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","235","Standard query response 0x867f A teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdneu11.northeurope.cloudapp.azure.com A 20.50.80.214"
"404079","5826.817269","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","280","Standard query response 0xbad9 AAAA teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdneu11.northeurope.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"404395","5883.158169","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0x3b03 A win-extension.femetrics.grammarly.io"
"404396","5883.158204","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0xc70e AAAA win-extension.femetrics.grammarly.io"
"404397","5883.161904","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","244","Standard query response 0x3b03 A win-extension.femetrics.grammarly.io A 18.232.210.255 A 52.20.107.213 A 44.205.114.80 A 3.210.157.84 A 3.223.23.200 A 34.237.86.124 A 54.209.138.228 A 52.3.198.14"
"404398","5883.161937","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","203","Standard query response 0xc70e AAAA win-extension.femetrics.grammarly.io SOA ns-1688.awsdns-19.co.uk"
"404430","5890.167769","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0x881e A fs.microsoft.com"
"404431","5890.167843","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0x12cd AAAA fs.microsoft.com"
"404432","5890.206874","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","96","Standard query 0x12cd AAAA fs.microsoft.com"
"404433","5890.207286","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","96","Standard query 0x881e A fs.microsoft.com"
"404434","5890.376708","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","304","Standard query response 0x881e A fs.microsoft.com CNAME prod.fs.microsoft.com.akadns.net CNAME fs-wildcard.microsoft.com.edgekey.net CNAME fs-wildcard.microsoft.com.edgekey.net.globalredir.akadns.net CNAME e16604.g.akamaiedge.net A 184.27.202.100"
